3,49
1,12
36,33
18,15
45,3
36,40
39,47
10,17
4,28
24,23
43,24
37,16
30,36
31,43
18,46
47,27
38,7
30,30
36,5
40,23
26,40
3,41
29,18
24,0
16,38
17,11
22,20
24,17
14,48
32,46
24,14
48,13
12,45
30,43
39,24
33,18
9,33
13,27
33,18
27,26
44,6
17,34
2,31
14,36
40,20
16,26
16,6
28,48
34,16
7,13
39,28
11,40
14,37
6,44
33,39
49,49
8,20
20,44
21,27
29,43
36,43
22,15
47,10
5,46
22,14
40,33
26,35
45,17
20,9
30,38
47,24
36,27
27,29
21,25
48,23
29,12
48,10
16,7
8,22
34,3
16,25
13,40
43,47
16,15
21,28
15,45
21,45
32,46
7,20
15,43
17,25
40,7
18,15
35,30
5,47
25,3
2,37
1,8
6,19
20,9
36,18
1,38
42,36
37,0
45,15
23,13
34,21
49,32
37,11
6,21
48,22
29,23
46,14
28,37
33,42
45,9
38,40
29,44
9,42
10,36
2,19
21,26
31,4
4,40
47,30
13,23
9,39
27,20
45,36
26,18
43,38
5,6
43,45
1,13
19,24
7,12
28,45
44,40
47,38
32,8
12,17
40,42
32,37
42,11
39,42
18,3
6,15
36,22
11,33
45,9
9,40
12,21
6,39
37,31
17,5
19,22
3,27
19,14
15,10
6,30
31,48
2,36
17,37
10,29
12,38
47,10
23,21
37,16
7,28
30,14
15,49
4,24
46,31
38,36
2,17
44,39
25,16
12,4
25,8
4,32
0,14
43,19
29,25
43,13
7,20
22,13
26,41
26,25
22,38
20,9
32,16
18,8
27,44
24,46
28,13
40,4
6,35
27,37
5,46
8,42
18,26
27,10
14,9
47,29
47,31
9,48
8,3
34,48
3,12
41,22
30,27
29,46
36,13
18,7
37,32
21,23
27,38
32,40
12,18
31,13
49,10
19,44
26,14
12,17
4,48
28,48
7,34
31,4
38,26
39,6
26,25
29,45
9,22
19,13
25,28
30,33
14,49
46,2
13,46
20,35
1,45
17,46
43,10
32,46
28,3
15,12
15,7
5,12
33,26
49,37
38,3
46,30
47,22
40,31
32,31
14,5
36,7
22,47
21,13
27,2
29,30
21,28
18,9
19,0
1,41
9,13
46,38
41,4
41,33
48,47
0,30
2,7
32,40
16,19
29,46
16,27
24,15
10,18
21,36
30,30
39,42
19,33
36,46
19,1
8,10
7,1
11,36
7,47
15,16
22,47
31,23
18,8
18,13
33,8
39,48
36,46
47,19
3,49
45,12
19,9
28,21
10,49
33,40
6,20
3,49
14,34
0,0
42,1
16,17
43,0
41,11
39,15
21,43
26,2
14,2
16,24
6,34
29,5
7,11
18,41
4,30
32,3
5,21
21,18
14,9
41,44
32,6
17,33
32,26
38,8
21,40
41,16
40,11
3,39
13,35
16,28
25,26
14,28
26,27
14,36
48,25
1,25
2,1
17,41
18,4
34,16
13,47
5,20
7,48
34,3
3,20
45,6
47,42
29,11
17,20
13,11
11,36
48,16
34,37
3,15
39,31
23,18
10,41
49,32
10,33
6,6
35,12
6,24
14,46
35,30
42,0
15,6
26,31
1,39
28,23
22,7
45,35
15,32
16,2
39,22
29,21
1,13
33,27
47,26
28,1
42,2
13,5
12,40
40,25
29,38
33,1
28,0
5,32
14,41
44,43
39,4
1,14
41,46
47,36
25,42
8,22
41,1
4,22
34,33
23,19
22,19
48,12
21,36
49,8
31,44
6,2
36,24
46,9
39,6
37,23
21,42
23,30
41,44
14,4
13,32
32,31
16,48
25,36
48,39
24,14
2,24
9,44
37,10
15,5
5,2
8,1
27,45
17,30
24,36
0,2
4,33
38,34
40,15
1,39
18,20
14,19
22,23
22,17
17,27
48,25
27,48
19,40
37,2
16,48
12,31
24,10
19,30
19,10
22,7
22,30
26,27
13,30
43,38
49,38
39,8
44,47
2,15
45,7
7,27
35,27
40,3
5,23
31,12
5,10
7,46
49,37
42,17
23,17
33,18
19,21
34,32
47,5
41,1
7,22
21,5
2,42
49,30
41,3
25,38
48,36
36,41
10,38
12,43
10,14
43,31
31,35
38,29
37,42
26,14
11,25
30,2
46,20
37,43
40,15
29,11
48,29
39,46
30,13
24,42
16,18
48,44
24,12
4,37
39,34
39,14
6,0
39,45
45,33
27,30
13,17
47,22
38,22
44,39
9,3
30,0
42,8
38,13
47,28
11,24
48,23
45,17
44,22
18,6
34,39
42,14
30,20
4,2
41,3
43,8
21,28
38,16
42,26
27,35
47,36
45,30
7,13
43,19
12,7
25,7
35,1
44,32
42,8
10,46
33,42
21,49
26,29
8,38
25,23
29,12
22,18
46,8
3,28
31,21
22,29
30,34
38,6
41,34
11,18
32,32
18,33
3,30
40,9
24,9
24,8
35,33
33,1
5,38
30,32
25,27
15,0
19,12
0,4
47,45
1,34
28,24
17,47
8,18
18,49
10,20
26,20
14,11
27,30
33,3
3,14
49,49
25,11
45,45
11,6
13,30
39,44
47,19
23,41
16,12
6,24
28,37
13,9
23,38
26,5
44,20
44,35
34,25
9,33
0,14
10,45
16,36
31,13
38,16
15,40
49,44
47,45
22,27
18,23
23,49
29,35
41,40
30,34
31,49
37,38
46,48
28,4
13,31
46,10
22,47
29,28
16,46
1,1
34,7
44,23
17,0
22,49
23,11
46,48
34,17
48,24
13,43
35,47
3,20
8,4
30,17
4,46
19,18
36,21
31,2
41,41
46,11
6,22
2,48
10,0
17,32
11,7
1,6
47,21
6,13
1,23
0,12
33,6
17,20
20,48
43,13
0,17
45,17
31,13
30,21
3,41
33,23
8,25
7,2
4,19
4,9
44,19
34,10
24,26
11,19
33,20
11,49
7,39
19,31
0,15
44,2
16,11
31,25
21,6
49,23
8,1
45,45
14,7
28,17
27,10
37,4
36,23
8,27
13,48
23,27
31,21
16,27
9,7
21,23
39,45
18,11
14,32
3,5
49,0
0,4
28,7
19,10
11,45
6,24
10,9
9,28
29,46
23,18
30,18
20,10
21,45
30,46
0,30
10,37
46,25
43,17
46,22
38,2
3,5
20,1
26,35
36,8
28,17
27,20
48,23
45,3
27,20
48,2
35,32
46,45
38,34
32,37
48,44
16,32
33,32
8,34
31,38
41,8
40,24
10,48
48,46
32,24
6,14
17,6
15,10
38,30
17,45
49,15
28,39
4,44
17,16
34,8
1,27
23,17
14,32
38,49
42,28
1,48
1,29
2,18
18,16
28,0
36,27
19,12
46,46
42,4
4,18
45,28
0,31
37,8
19,6
18,25
37,14
1,3
16,14
2,17
6,26
3,45
12,15
5,5
27,47
25,33
21,39
8,36
23,27
7,43
25,3
35,18
19,41
7,41
40,22
16,4
6,1
28,16
42,22
21,2
27,43
35,11
33,9
13,47
0,30
44,39
3,17
37,10
47,6
31,23
45,21
27,16
43,17
4,27
40,29
4,22
13,39
31,38
15,36
34,39
12,7
31,44
44,47
47,31
14,29
46,6
31,31
46,2
40,43
34,10
29,21
49,39
45,6
11,6
38,8
7,17
25,34
19,32
29,20
20,35
14,41
26,4
0,8
18,14
25,49
46,41
44,1
7,33
35,35
24,42
14,24
18,27
29,34
37,1
17,29
30,35
29,29
41,3
27,1
45,3
13,9
36,20
8,4
48,11
8,21
3,1
7,25
4,45
42,18
12,38
49,36
9,0
21,43
23,47
8,16
16,38
34,31
20,18
5,33
29,34
29,0
10,36
3,42
17,14
32,39
3,4
5,33
0,19
42,20
39,24
5,49
0,32
37,43
0,42
32,0
33,8
41,5
38,15
0,7
48,11
43,8
48,17
36,17
25,19
4,12
28,33
22,22
8,28
46,40
39,48
1,36
15,43
21,23
34,15
48,22
18,11
39,32
22,7
44,31
14,6
13,39
49,39
24,43
11,3
39,45
6,33
8,7
16,16
40,29
23,17
14,0
29,21
7,47
10,34
39,12
46,12
13,43
46,18
33,14
18,31
33,36
21,27
16,0
31,1
42,25
9,21
2,8
25,25
29,30
38,14
0,5
5,2
44,7
19,40
31,19
28,9
30,31
28,3
49,13
46,14
31,39
26,22
36,28
20,43
6,15
22,9
47,40
43,2
14,46
14,31
25,6
30,46
31,38
19,1
47,15
39,12
28,41
5,44
12,29
38,0
6,22
27,32
32,17
13,35
32,45
21,38
23,0
30,17
6,13
21,10
37,15
36,17
29,22
10,40
3,4
8,9
14,2
33,9
39,11
9,14
2,21
35,13
30,11
27,21
36,39
5,15
12,42
37,39
35,31
26,8
32,15
36,15
4,42
29,11
46,29
20,8
33,45
34,5
48,20
11,16
6,10
47,7
28,41
48,24
41,31
16,13
8,7
25,7
13,30
47,43
49,44
47,14
8,22
11,17
43,12
20,48
21,30
7,3
8,29
34,2
40,7
43,26
23,24
15,31
43,38
33,44
2,24
31,40
17,41
27,23
22,40
10,11
24,26
15,33
11,18
25,11
32,3
45,20
9,0
35,28
3,15
8,8
17,39
47,7
3,30
23,2
24,30
35,5
39,20
33,36
17,39
41,21
6,0
32,39
16,5
14,30
40,42
10,7
25,23
6,10
23,30
41,29
26,21
46,18
13,16
9,16
15,45
27,29
26,30
40,15
38,1
11,12
8,48
32,34
3,47
24,36
13,25
17,31
7,47
44,8
33,3
12,18
17,12
49,12
34,30
2,14
18,22
0,18
17,43
41,7
11,11
46,6
24,41
23,8
25,45
0,11
45,9
21,11
19,12
8,46
15,29
23,27
5,2
24,40
35,8
41,32
42,40
46,20
18,3
35,11
10,23
43,0
42,33
24,32
37,42
10,33
23,28
29,39
23,27
5,15
5,2
8,30
35,2
23,19
25,7
6,38
16,33
48,14
15,25
37,49
4,20
4,44
20,12
20,1
11,41
23,32
29,33
42,33
1,31
22,6
16,0
